,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,  Sales  ,Quantity,Discount, Profit 
790,791,CA-2016-115938,6/26/2016,6/30/2016,Standard Class,SA-20830,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04,8,0,21.09
791,792,CA-2016-115938,6/26/2016,6/30/2016,Standard Class,SA-20830,Consumer,United States,Richmond,Virginia,23223,South,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0,79.91
792,793,CA-2017-105256,5/20/2017,5/20/2017,Same Day,JK-15730,Consumer,United States,Asheville,North Carolina,28806,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.25
793,794,CA-2015-156433,9/20/2015,9/26/2015,Standard Class,ES-14020,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96,2,0,4.58
794,795,CA-2015-156433,9/20/2015,9/26/2015,Standard Class,ES-14020,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72,4,0,10.64
795,796,CA-2018-151428,9/21/2018,9/26/2018,Standard Class,RH-19495,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,20.16,7,0,9.88
796,797,CA-2016-124653,12/24/2016,12/26/2016,First Class,DB-13120,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,132.79,7,0,63.74
797,798,CA-2016-124653,12/24/2016,12/26/2016,First Class,DB-13120,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,2,0,6.22
798,799,CA-2016-124653,12/24/2016,12/26/2016,First Class,DB-13120,Corporate,United States,Rochester,New York,14609,East,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,7,0,10.35
799,800,CA-2016-101910,11/27/2016,12/3/2016,Standard Class,CD-11920,Consumer,United States,Lake Elsinore,California,92530,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.75
800,801,CA-2018-105809,2/20/2018,2/23/2018,First Class,HW-14935,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,1,0,7.34
801,802,CA-2018-105809,2/20/2018,2/23/2018,First Class,HW-14935,Corporate,United States,San Diego,California,92105,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.97,2,0.2,18.9
802,803,CA-2017-136133,8/18/2017,8/23/2017,Second Class,HW-14935,Corporate,United States,New York City,New York,10024,East,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,0,99.49
803,804,CA-2017-115504,3/12/2017,3/17/2017,Standard Class,MC-18130,Corporate,United States,Monroe,Louisiana,71203,South,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,12.96,2,0,6.22
804,805,CA-2018-135783,4/22/2018,4/24/2018,First Class,GM-14440,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0,6.22
805,806,CA-2015-134313,11/1/2015,11/7/2015,Standard Class,RA-19915,Consumer,United States,Denver,Colorado,80219,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.18,3,0.2,4.32
806,807,CA-2015-134313,11/1/2015,11/7/2015,Standard Class,RA-19915,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.97,4,0.2,248
807,808,CA-2016-140921,2/3/2016,2/5/2016,First Class,AA-10375,Consumer,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.08
808,809,CA-2016-140921,2/3/2016,2/5/2016,First Class,AA-10375,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,149.97,3,0,50.99
809,810,CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Consumer,United States,Edmonds,Washington,98026,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52,4,0,3.23
810,811,CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Consumer,United States,Edmonds,Washington,98026,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,5,0,311.65
811,812,CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Consumer,United States,Edmonds,Washington,98026,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,0,62.04
812,813,CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Consumer,United States,Edmonds,Washington,98026,West,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2,0,2.58
813,814,CA-2018-143686,5/14/2018,5/14/2018,Same Day,PJ-19015,Consumer,United States,Santa Ana,California,92704,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0,6.22
814,815,CA-2018-143686,5/14/2018,5/14/2018,Same Day,PJ-19015,Consumer,United States,Santa Ana,California,92704,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,7,0,601.97
815,816,CA-2016-106565,3/20/2016,3/23/2016,First Class,BW-11110,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,8,0,24.88
816,817,CA-2017-149370,9/15/2017,9/19/2017,Standard Class,DB-13210,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,5.34,1,0.2,1.87
817,818,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,41.47,8,0.2,14.52
818,819,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.17,3,0.7,-2.43
819,820,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1228.47,5,0.3, $-   
820,821,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.09,3,0.7,-22.8
821,822,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52,4,0.2,117.43
822,823,CA-2018-101434,6/20/2018,6/27/2018,Standard Class,TR-21325,Consumer,United States,Belleville,New Jersey,7109,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,0,71.99
823,824,CA-2018-101434,6/20/2018,6/27/2018,Standard Class,TR-21325,Consumer,United States,Belleville,New Jersey,7109,East,OFF-LA-10003223,Office Supplies,Labels,Avery 508,9.82,2,0,4.81
824,825,US-2015-102071,5/9/2015,5/15/2015,Standard Class,PG-18820,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0,4.07
825,826,US-2015-102071,5/9/2015,5/15/2015,Standard Class,PG-18820,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0,40.31
826,827,CA-2018-126956,8/21/2018,8/28/2018,Standard Class,GT-14710,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35,7,0,16.8
827,828,CA-2018-126956,8/21/2018,8/28/2018,Standard Class,GT-14710,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,37.24,4,0,10.8
828,829,CA-2018-126956,8/21/2018,8/28/2018,Standard Class,GT-14710,Consumer,United States,Lakeville,Minnesota,55044,Central,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.49
829,830,CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Consumer,United States,Florence,Kentucky,41042,South,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",301.96,2,0,90.59
830,831,CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Consumer,United States,Florence,Kentucky,41042,South,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,3,0,50.58
831,832,CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,191.98,2,0,51.83
832,833,CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Consumer,United States,Florence,Kentucky,41042,South,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99,1,0,17.16
833,834,CA-2017-165316,7/23/2017,7/27/2017,Standard Class,JB-15400,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,35.22,2,0.2,2.64
834,835,CA-2017-165316,7/23/2017,7/27/2017,Standard Class,JB-15400,Corporate,United States,Tampa,Florida,33614,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.7,2,0.2,6.52
835,836,CA-2017-165316,7/23/2017,7/27/2017,Standard Class,JB-15400,Corporate,United States,Tampa,Florida,33614,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.48,1,0.5,-111.5
836,837,US-2015-115987,9/8/2015,9/13/2015,Second Class,LH-17020,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,51.18,4,0.8,-79.34
837,838,US-2018-156083,11/4/2018,11/11/2018,Standard Class,JL-15175,Home Office,United States,Columbia,Tennessee,38401,South,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.66,2,0.2,3.26
838,839,US-2017-137547,3/7/2017,3/12/2017,Standard Class,EB-13705,Corporate,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,21.07,3,0.2,1.58
839,840,CA-2016-100454,11/20/2016,11/25/2016,Standard Class,BM-11650,Corporate,United States,New York City,New York,10035,East,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0,16.32
840,841,CA-2016-100454,11/20/2016,11/25/2016,Standard Class,BM-11650,Corporate,United States,New York City,New York,10035,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,11.52,4,0,3.34
841,842,CA-2016-100454,11/20/2016,11/25/2016,Standard Class,BM-11650,Corporate,United States,New York City,New York,10035,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.05,4,0.2,9.3
842,843,CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7
843,844,CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.98,4,0.2,8.77
844,845,CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Corporate,United States,Los Angeles,California,90036,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,0,3.29
845,846,CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0,6.87
846,847,CA-2016-114300,10/13/2016,10/17/2016,Standard Class,AF-10885,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,83.72,7,0,23.44
847,848,CA-2016-114300,10/13/2016,10/17/2016,Standard Class,AF-10885,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,287.94,3,0,77.74
848,849,CA-2018-107503,1/1/2018,1/6/2018,Standard Class,GA-14725,Consumer,United States,Lorain,Ohio,44052,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",48.9,4,0.2,8.56
849,850,CA-2015-107755,2/7/2015,2/12/2015,Standard Class,CK-12760,Corporate,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,115.36,7,0,49.6
850,851,CA-2017-152534,6/20/2017,6/25/2017,Second Class,DP-13105,Corporate,United States,Salinas,California,93905,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0,1.34
851,852,CA-2017-152534,6/20/2017,6/25/2017,Second Class,DP-13105,Corporate,United States,Salinas,California,93905,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,38.88,6,0,18.66
852,853,CA-2017-113747,5/28/2017,6/4/2017,Standard Class,VD-21670,Consumer,United States,Jackson,Mississippi,39212,South,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6,0,50.19
853,854,CA-2017-123274,2/19/2017,2/24/2017,Standard Class,GT-14710,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,14.67
854,855,CA-2017-123274,2/19/2017,2/24/2017,Standard Class,GT-14710,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.72
855,856,CA-2015-125612,8/3/2015,8/8/2015,Standard Class,BK-11260,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,39.96,2,0,18.78
856,857,CA-2015-125612,8/3/2015,8/8/2015,Standard Class,BK-11260,Consumer,United States,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,102.3,10,0,26.6
857,858,CA-2015-125612,8/3/2015,8/8/2015,Standard Class,BK-11260,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2,0,5.77
858,859,CA-2018-161984,4/10/2018,4/15/2018,Standard Class,SJ-20125,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0,3.58
859,860,CA-2018-161984,4/10/2018,4/15/2018,Standard Class,SJ-20125,Home Office,United States,New Brunswick,New Jersey,8901,East,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0,3.58
860,861,CA-2015-133851,6/9/2015,6/16/2015,Standard Class,CM-12445,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2,0,0.15
861,862,CA-2015-133851,6/9/2015,6/16/2015,Standard Class,CM-12445,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2,0,10.63
862,863,CA-2017-134474,1/5/2017,1/7/2017,Second Class,AJ-10795,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.47,6,0.2,40.69
863,864,CA-2017-134474,1/5/2017,1/7/2017,Second Class,AJ-10795,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,Newell 337,5.25,2,0.2,0.59
864,865,CA-2017-134474,1/5/2017,1/7/2017,Second Class,AJ-10795,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",59.18,2,0.2,5.18
865,866,CA-2015-149020,1/10/2015,1/15/2015,Standard Class,AJ-10780,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89,1,0,1.36
866,867,CA-2015-149020,1/10/2015,1/15/2015,Standard Class,AJ-10780,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94,1,0,21.3
867,868,CA-2017-134362,9/29/2017,10/2/2017,First Class,LS-16945,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.94,4,0.2,5.18
868,869,CA-2015-136742,4/6/2015,4/10/2015,Standard Class,GP-14740,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,44.91,6,0.7,-35.93
869,870,CA-2017-158099,9/3/2017,9/5/2017,First Class,PK-18910,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,0.7,-760.98
870,871,CA-2017-158099,9/3/2017,9/5/2017,First Class,PK-18910,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.78,3,0.4,-46.8
871,872,CA-2016-131128,10/19/2016,10/20/2016,First Class,TB-21520,Consumer,United States,Concord,New Hampshire,3301,East,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0,17.22
872,873,CA-2015-148488,12/10/2015,12/15/2015,Standard Class,SM-20005,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36,2,0,5.23
873,874,CA-2015-148488,12/10/2015,12/15/2015,Standard Class,SM-20005,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,106.34,7,0.2,37.22
874,875,CA-2018-114636,8/25/2018,8/29/2018,Standard Class,GA-14725,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,192.16,5,0.2,67.26
875,876,CA-2017-116736,1/17/2017,1/21/2017,Standard Class,CC-12430,Home Office,United States,Concord,New Hampshire,3301,East,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,0,64.52
876,877,CA-2017-116736,1/17/2017,1/21/2017,Standard Class,CC-12430,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,29.99,1,0,13.2
877,878,CA-2017-116736,1/17/2017,1/21/2017,Standard Class,CC-12430,Home Office,United States,Concord,New Hampshire,3301,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0,66.95
878,879,US-2015-158638,9/17/2015,9/21/2015,Standard Class,AG-10765,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5.89,4,0.7,-4.12
879,880,CA-2018-111689,11/30/2018,12/2/2018,Second Class,HP-14815,Home Office,United States,New York City,New York,10024,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',68.47,3,0.2,23.11
880,881,CA-2018-111689,11/30/2018,12/2/2018,Second Class,HP-14815,Home Office,United States,New York City,New York,10024,East,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1242.9,5,0.1,262.39
881,882,CA-2016-129098,10/9/2016,10/13/2016,Standard Class,DK-13090,Consumer,United States,Springfield,Virginia,22153,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",30.84,2,0,8.33
882,883,US-2018-123463,12/23/2018,12/23/2018,Same Day,GZ-14470,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",13.48,4,0,5.93
883,884,CA-2017-165148,10/22/2017,10/24/2017,First Class,PM-19135,Home Office,United States,Detroit,Michigan,48227,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,31.4,5,0,10.05
884,885,CA-2015-134061,4/29/2015,5/4/2015,Standard Class,LL-16840,Consumer,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46,2,0,5.94
885,886,CA-2016-143602,4/25/2016,4/28/2016,Second Class,JS-15595,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.94,3,0.2,4.53
886,887,CA-2018-115364,6/26/2018,7/2/2018,Standard Class,OT-18730,Consumer,United States,San Diego,California,92105,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,83.76,12,0,1.68
887,888,CA-2018-150707,10/14/2018,10/19/2018,Standard Class,EL-13735,Home Office,United States,Columbia,Maryland,21044,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37.66,7,0,18.45
888,889,CA-2015-104976,12/9/2015,12/16/2015,Standard Class,CK-12760,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,34.68,6,0,16.99
889,890,CA-2018-132934,6/20/2018,6/26/2018,Standard Class,JE-15475,Consumer,United States,New Rochelle,New York,10801,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95,5,0,15
890,891,CA-2018-132934,6/20/2018,6/26/2018,Standard Class,JE-15475,Consumer,United States,New Rochelle,New York,10801,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.31,3,0.2,18.6
891,892,CA-2018-133256,6/26/2018,6/27/2018,First Class,TH-21550,Home Office,United States,Detroit,Michigan,48227,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54,1,0,2.04
892,893,CA-2018-133256,6/26/2018,6/27/2018,First Class,TH-21550,Home Office,United States,Detroit,Michigan,48227,Central,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,4,0,5.41
893,894,CA-2018-133256,6/26/2018,6/27/2018,First Class,TH-21550,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,0,135.98
894,895,CA-2017-105494,11/10/2017,11/12/2017,First Class,PC-18745,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7,0,42.07
895,896,CA-2017-105494,11/10/2017,11/12/2017,First Class,PC-18745,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,70.01,3,0.2,24.5
896,897,CA-2017-140634,10/3/2017,10/6/2017,Second Class,HL-15040,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.65,2,0.2,5.09
897,898,CA-2015-144407,9/9/2015,9/15/2015,Standard Class,MS-17365,Consumer,United States,Detroit,Michigan,48227,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6,7,0,51.8
898,899,CA-2018-160983,10/29/2018,10/31/2018,Second Class,GB-14530,Corporate,United States,Auburn,New York,13021,East,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96,8,0,22.54
899,900,US-2017-114622,4/10/2017,4/12/2017,First Class,JR-16210,Corporate,United States,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.9,2,0.7,-6.53
900,901,CA-2018-150959,11/11/2018,11/13/2018,First Class,TD-20995,Consumer,United States,Garland,Texas,75043,Central,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44,5,0.2,3.39
901,902,CA-2018-150959,11/11/2018,11/13/2018,First Class,TD-20995,Consumer,United States,Garland,Texas,75043,Central,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.34,4,0.8,-32.09
902,903,CA-2018-132353,9/15/2018,9/17/2018,First Class,DB-13060,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,323.98,3,0.2,20.25
903,904,CA-2017-130477,4/8/2017,4/12/2017,Standard Class,LC-17140,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,20.04,3,0,9.62
904,905,CA-2017-130477,4/8/2017,4/12/2017,Standard Class,LC-17140,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.6
905,906,CA-2017-130477,4/8/2017,4/12/2017,Standard Class,LC-17140,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,12.96,2,0,6.22
906,907,CA-2018-143259,12/30/2018,1/3/2019,Standard Class,PO-18865,Consumer,United States,New York City,New York,10009,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.14,4,0.2,12.12
907,908,CA-2018-143259,12/30/2018,1/3/2019,Standard Class,PO-18865,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,90.93,7,0,2.73
908,909,CA-2018-143259,12/30/2018,1/3/2019,Standard Class,PO-18865,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.78,3,0.2,19.79
909,910,CA-2018-137596,9/2/2018,9/7/2018,Standard Class,BE-11335,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8,4,0,323.95
